ID,TEXT,LABEL
8134,ملخص وأهداف مباراة برشلونة ضد بايرن ميونخ بدورى أبطال أوروبا,0
8135,والله القعدة لوحدك في البيت ارحم بكتيييييييير من اخطلاتك مع شوية ناس منافقة ولاد وسخة,0
8136,اسدال اسود   عربيه في الشمس   كمامه  تدمير من كل النواحي والله 😂🤦‍♀️  ومفيش اسوأ انه يتعرض عليا لمون نعناع ساقع وارفضه تماما عشان مقلعش الكمامه وماما تجيب وتقولي مش هيبقي فيرس وحر وعطش  وتشرب وانا مذلوله 😭😭😭🤦‍♀️🤦‍♀️,1
8137,#عاجل |  الرئيس السيسي يوجه بمواصلة تعزيز علاقات التعاون مع مؤسسات المجتمع الدولي الخاصة بدعم قطاعات التنمية المستدامة والتمويل  #eXtranews  #الجمهورية_الجديدة #٧_سنوات_من_الإنجازات,0
8138,#مظهر_شاهين: ماشوفناش وش واحد من مشايخ #السلفيين في #ثورة_يناير لأنهم مايقدروش يقفوا على المنصة,1
8139,"""#بالفيديوحرائق تينيسي تبدو وكأنها فيلم من جهنم!!#الولايات_المتحدة #tennesseewildfires https://t.co/tQSjAXOLK8""",0
8140,بصى الحكم معيب بشكل رهيب ومن حقنا انتقاده عاوز تمشيها دينى اطلع وقول كده هاتمشيها قانون يبقى لازم ياخد حكم وقاسى كمان وده نفس حكم السعوديه على اب اغتصب بنته وقتلها ودفع ديه  ,0
8141,صرنا نعامل الكمامه مثل السروال  ما تفصخه الا اذا صرت لحالك 😬😂😂,1
8142,"""الاندبندت البريطانية :: ويكيليكس تنشر تسريبا جديدا لرسائل هيلاري كلينتون بأن السعودية وقطر تدعمان داعش في سوريا... https://t.co/WIiMErmgbo""",0
8143,إِيّاكَ نَعبُدُ وَإِيّاكَ نَستَعينُ,0
8144,"""غوغل تتحكم في بيوت الناس https://t.co/JyHGY1ZQBh""",0
8145,وأنت رايح تصلي: خد بالك من : أنك تتوضى في بيتك البس الكمامة  عدم المصافحة  سجادتك الخاصة  التزم بتباعد المسافات #Be_safe #وزارة_الشباب_be_safe,0
8146,"كونكِ امرأة عليكِ أن تعلمي أنكِ جنة  أنكِ نصف الحياة  أنكِ البياض  أنكِ فصل الربيع  وقطرة غيث لأرض قاحلة❤️""",0
8147,حد يعرف مواعيد القطارات الجديده يا شباب بعد الحظر ؟,0
8148,"""خاص بالصور- #عادل_إمام و #محمود_ياسين ونجوم مصر في عزاء #محمود_عبد_العزيز https://t.co/Rwau941TYZ""",0
8149,"""RT @aa_arabic: #أرامكو السعودية توقع مذكرات تفاهم مع 18 شركة تركيةلتمكينها من المشاركة في مناقصات أرامكو والعمل في السوق السعودية https:/…""",0
8150,"RT @souq: انثر عبيرك في الأجواء واجعله مصدر جاذبيتك مع عطور غوتشي، دولتشي آند غابانا، غيس، بلغري وأكثر > https://t.co/P068Fztqvp https://t.…",0
8151,انا تعبانة الفترة دي لوحدي وتعبت اكتر بسبب خناقات السوشيال ميديا حاسة اني جوا ساحة حرب بجد خناقات كتيرة في مختلف المجالات وانا كل اللي عايزاه افتح اطمن على صحابي واشاركهم احداث بتس الجديدة واحداثي اليومية بجد ليه دا صعب,0
8152,RT @14__moony: سـاعـة الإشتيـاق ليس لهـا عقـارب .. ومع ذلك تلدغـك في كـل ثانيـة تعيشهـا#قروب_خواطر_للدعم#قروب_فيدرر_للدعم,0
8153,"""رابط جميل لمتابعة حركة السحب والبروق  بشكل مباشر في #السعودية #طقس_العرب .عبر الرابط https://t.co/ll7Wwk0Blm""",0
8154,"وحدة زعلانة على زوجها😡

قعدت 3 أيام ما تحط لا ملح ولا سكر بالأكل 🤔🤔

عشان توهمه إنه فيه كورونا 💔💔💔

وفاقد حاسة التذوق ..✔️

حتى إبليس ما فكر فيها 😷😂

#كوفيد_19",1
8155,"""RT @kuwait_7bebtii: واطفال سوريا الذين يقتلون بسبب القصف السوري الروسي مالهم نصيب من تغريداتك؟اذا كنت فعلا الامم المتحدة فلعنة الله عليكم…""",0
8156,ده فاكر نفسه عمر دياب,1
8157,الست من حقها تزعل لكن الراجل مش من حقه,1
8158,بقولهم ف البيت مش قادرة من الصداع هاتولي برشام .. لقيت ابن اخويا 4 سنين بيجري يلبس الكمامة ويقولهم كورونا 🌚😂😂😂😂😂😂😂😂😂,1
8159,"""@Kalmuqdad لا عليك استاذ نحن في الجزائر نسميهم ابناء فرنسى و فعلوا فينا مالم تقدر عليه امهم فرنسا""",0
8160,- السيسي كاتب على صفحته الرسمية ع الفيس بوك إنه أنجز ١١ الف مشروع في ٤ سنين - طبعا ما حدش هيعد وراك - ولو سألت...,1
8161,"""#ازيفيدو من بيت الوسط: لبنان اكثر من بلد انه رسالة للشرق والغرب معا. : https://t.co/Hi4Spkbxad - #ازيفيدو""",0
8162,"""RT @ajmubasher: كلمة #دونالد_ترامب مرشح الحزب الجمهوري في إطار حملته الدعائية للانتخابات الرئاسية الأمريكية#أمريكا https://t.co/ykKx6l65Ci""",0
8163,انا مزاجي مش هيتحسن الا لما امسك شخص معين كده أديلة عَلقة محترمة,1
8164,#مهدى_عاكف : يجب ان نتعبد الى الله عن طريق الإمتثال لقرارات الجماعة !!!!!!!!!!!!!!!! #اخوان_كاذبون #النهضة #مصر #رصد   #محمد_مرسى,1
8165,يقال لمن حظها سئ انها تولد البنت قبل الصبى,0
8166,الزوجة مش ملزمة برضاعة أولادها.. لو عاوز ادفع او تأجر مرضعة او رضع انت,1
8167,"""ما أدري من هو المطور المسؤول عن أماكن القروش السوداء في #SuperMarioRun، بس حبيت أهديه لقب: ""ابليس السنة"" 🌚.. يلا، ب… https://t.co/4c7wH7wsdH""",1
8168,#القدس: قرار ترامب يبعث الأمل من جديد في جمع الأمة بعد تفرقها وحسبه أنه أحيا القضية الفلسطينية في الأذهان #الأزهر_العالمي #الازهر_لنصرة_القدس #الأزهر_العالمي_لنصرة_القدس,0
8169,عندي مشكلة مع المقتنعين ان المصرين كلهم شخص واحد ان نفس الي بيعنصروا علي المحجبات هماهما الي بيعاكسوا الغير محجبات محتاجين نفهم دول فئات كتير مختلفة و ان المشكلة الحقيقية ان الفئات دي مش عارفة تعيش مع بعض هحاول اتكلم في بعض اسباب عدم القدرة علي التعايش في الثريد دا #البوركيني,0
8170,انفولو بلال مرشح الكنيسة و نصير دولة الفقيه ايوه الاتنين مع بعض,0
8171,اول يوم من شهور طويلة قوى اصحى من ٩ الصبح و مرجعش البيت غير ١٠ بالليل و اليوم كله ابقى واقفة على رجلى و ارجع البيت ميتة تعب و هنام نومة حلوة ⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩,0
8172,"""#انفرادتعرف على عروض #مهرجان_القاهرة_السينمائى.. اليومhttps://t.co/cOmizFZqWk https://t.co/QbA8CDuktA""",0
8173,"""نوال الزغبي شو بتعملي ؟؟""",0
8174,بيقولك ايه بقى عاوزين نعمل في مجتمعنا مساكنة قبل الجواز دي حرية شخصية هما الناس بره احسن مننا ولا ايه واللي يطلع يقولك المرأة مش ملزمة بكذا وكذا واللي يطلع يقولك مش عارف ايه يارب انا تعبت والله,0
8175,"""ليفها ونشفها وماتغطيهاش قبل متنام اكيد الشيطان هيزورك وانت نايم ويروقك ويقولك سيسي سيسي""",1
8176,"للمرة المليون الكمامة بتديني إحساس النقاب وببقى ماشية بيها فرحانة اوي 😂⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩ 
امتى يارب امتى ياااارب !!! 
دعوات هنا كتير يجماعة 😂⁦❤️⁩⁦❤️⁩⁦❤️⁩⁦❤️⁩",0
8177,"""نشط الأن في #لبنان #روحاني #لافروف""",0
8178,شكله يوم ٢٩ شوال وزارة الصحه بتعلن عن اسماء الغير مصابين 😂😂🤦🏽‍♀️,1
8179,ﺑﺘﻔﺮﺡ ﺍﻭﻯ ﻟﻤﺎ ﺗﺒﻘﻰ ﺍﻧﺖ ﺍﻟﺴﺒﺐ ﻓـ #ﺿﺤﻜﺔ ﺣﺪ ﺍﻧﺖ ﺑﺘﻌﺸﻘﻪ ! ^_^,0
8180,ما حدث مع المعتصمين يتحمل مسؤليته المجلس العسكري أين دور رئيس الوزراء في ضوء الصلاحيات الكاملة الممنوحة له #,0
8181,"""EgyptAir لما فاشلينها يمسكوها يحصل كده""",1
8182,إيه علاقة مرسي بنصر الإسلام ؟ وهو الإسلام مظلوم في مصر؟ …,0
8183,مدد يا مرسي مدد ههههههههههههههههههههههه #غويييييييه #العن_ابو_لشلخ   #BAHRAIN #Egypt,1
8184,الى من الغوا عقولهم و قالوا ان فيديو القصاص مفبرك الفيديو الاصلي اهوايام ترشيح خيرت الشاطرلم ادعي في الحلقة ان مرسي كان رئيسا وقتها 1,1
8185,في مصر توافق الناصريون والسعودية في موقفهما ضد الاخوانوفي سوريا الأول يدعم حليفه بشار والثاني يسعى لإطاحتهنفاق سياسي فج …,0
8186,"""RT @ArqamAlAhly: السعيد: ""افتقد رمضان صبحي في الأهلي""نتفهم هذا بما أن لم يكمل أي لاعبين تمريرات بينهما داخل المنطقة الموسم السابق في الدور…""",0
8187,الرجال مش ملزم يصرف علي مراته ومن حقه يجيب صحبته في البيت..,1
8188,"وكالة الأناضول: الرئيس #مرسي لم يحضر الجنازة بسبب محاصرته في المستشفي أثناء زيارته للجرحي من قبل متظاهرين، ولم يستطع الخروج من المكان",0
8189,"""@LOW_HR @Eyaaaad ابشر بالعوض ولَك جوالي ايفون ٧""",0
8190,"""#جزائر #فلسطين #جزائسطينرحلتي الى الجزائر قبل سنة بالظبط من اليوم وبعدها وراح يضل حب هالبلد العظيم وشعبه بكبر... https://t.co/yE3TXhECh4""",0
8191,"""نعم ستظل #بنغازي قلب #ليبيا النابض شاء من شاء""",0
8192,#نصيري صحيح اللي استحو ماااتو,0
8193,"""@MarzouqAlghanimألف مليووون شكر لك يا كبير على تحملك نفقات نقل النازحين السوريين.يوم بعد يوم تثبت إنك أنسان و قيادي و محنك شكراً بوعلي 🌹""",0
8194,"""@Abdulkhaleq_UAE أراهن أن مجلس الحكماء في امريكا وإعلامهم اسقط دونالد ترامب وأوصل هيلاري كلنتون لسدة البيت الأبيض.وبتوقيت جيد معد له مسبقاً.""",0
8195,كوفيد  ك : كلام  و : وليد  ف : فيك  ي : ياكل  د : دمك   ياويلك من الله يا وليد 😂😂😂😂😂,1
8196,"هيدي اسمها مسخرة،اخذ على خاطروا الاستاذ ؟ ما بدها هل قد خربان بالبلد،يكبّر عقلو،حاجرنا من ورا اكل خراهن و تصرفاتن،شو هالمنطق هيدا،هيدا شعب بلا تربية و منطق العين بالعين مش مسموح،في حضارة و البلد على كف عفريت و زبالة على الطرقات،هلق زبالة بغير منظر..  ",0
8197,مدرب الفريق المنافس حزين و لا يريد ان يظهر ذلك للعلن.,0
8198,#الشَّبه_بين_الليبراليين_والرافضة هاشتاغ رائع لفضح الروافض والليبرالين   #AREYOUFUCKINGKIDDINGME,0
8199,ماكو حب الرجال كذبين  #علموني_كيف_احب,0
8200,"أنا أؤمن بالقول:سآمح وانسى.. شوفني سامحت نفسي لأنها صدقت كذبك، وتفرج علي انسى وجودك من اساسه :-).   #ساخر",1
8201,ابراهيم عقل نموذجا!  ,0
8202,"""@ph5f5  ميسي و هو في اسوء مستوياته تلعب الارجنتين افضل من هذا الاداء بكثير ، يكفي حضور ميسي يجعل الخصم يتكتل في الخلف و يكثف الدفاع 💔""",0
8203,"""RT @thenewkhaleej: هل حرضت (#إسرائيل) صناع القرار في أمريكا على إصدار «جاستا» ضد #السعودية؟في حالة الحجب: https://t.co/yI0KtQ83c2 https:/…""",0
8204,"""#رجال الله في #نجران و #جيزان و #عسير مايعرفوا لا #كيري ولا #ترامب ولا #مسقط ولا ملقط..فصلوا الريوس وعطلوا البريك..وحتى الولاعات..واحدة وكفى""",0
8205,ابسط طلباتي في البيت أن محدش ينادي عليا😊,1
8206,موقف لطيف :🥺♥️ أنا و أصحابي كان عندنا محاضرة في المتحف  جات سائحة عربية قالتلنا انتوا شو عم تعملوا  فقولنا ليها احنا في كلية فنون تطبيقية و عندنا محاضرة اسمها متاحف بندرسها هنا و مطلوب مننا نرسم النقوش اللي على التوابيت  قالتلنا ما شاء الله الله يوفقكن و مشيت .,0
8207,@nike7tennis اه بس لا رافا ولا فيدرر التنس الى اين 💔 ؟,0
8208,هو لسه فيه حد بيتابع اعداد الحالات اللي بتنزلها وزارة الصحة!؟ 😂,0
8209,لو الانتخابات لم تزور لكان شفيق خسر حتما وأتوقع منك الا تشارك في هذه المسرحية التى لديها من المخالفات ما يبطل عشر انتخابات,0
8210,ازاي تويتر و ازاي ناسه عملتوا ايه قولوا😊,0
8211,مقدرش أنكر أني محتاج أطمن  ومحتاج أحس أن إللي جاي من عمري هيختلف عن إللي فات مش بقول أن اللي فات كان صعب ولا كان سهل ومش مضطر أقول أني استحملت كتير ولا عندي ذرة طاقة أحكي عن مغامراتي ومراحل حياتي انا بس محتاج أطمن ولو لمرة أن انا هعيش الحياه اللي كنت بحلم وعاوز اعيشها طول عمري,0
8212, تحيا مصر    Ä  سأنتخب السيسي !!!!!!!!!!!,0
8213,"""#العربي_الجديد الكابوس الروسي في سورية: انطلقت السياسة التي اعتمدها الروس من عدّة أمور، أوّلها استه... https://t.co/mJLNCpu92B #لندن""",0
8214,وترفع المساهمات إجمالي المساعدات الأمريكية لأوكرانيا إلى 15.2 مليار دولار منذ تولي الإدارة السلطة  وقال المسؤولون إن الالتزامات الجديدة تهدف إلى إظهار أن الدعم الأمريكي للبلاد في مواجهة روسيا لا يتزعزع.  #قناة_الغد #روسيا #أوكرانيا,0
8215,"و هو يقولى (علي فكرة انا مش إخوان) ,,, و انا أعييييييييييييييط   #مصر #مرسي #الاخوان #ابو_الفتوح #مصر_القوية",1
8216,"""إعلموا إن بعثت #الأمم_المتحدة مبعوث لها لحل أي نزاع فأن #أمريكا تريد إدارة الصراع كيفما تريد لتنهيه كيفما ومتى ما أرادت.#لنفهم_اللعبة#شنيف""",0
8217,@dralsadoon اهلين دكتور صالح حصلت صورة في احد الحسابات لصورة لتقديم هيلاري كلنتون لحبل المشنقه وان شاء الله قريبا يتحقق,0
8218,"""نجم الكرة العالمية  "" فابريغاس "" مشغل اغنية على حبك #اليسا على #سنابشات و يرقص عليها مع بناته 😍😍😍 @elissakh @oussamahamadeh @ZawahraNissa""",0
8219,"""أرمـــــــــــــلة سورية بالسعودية تـــبحث عن رجل محترم  https://t.co/SfMO3g9VBr""",0
8220,علينا ان نعبر عن غضبنا بطريقة سلمية استعمال العنف ستستخدمه اسرائيل ضدنا على المستوى الدولي يجب ان يكون هناك رد قانوني ودبلوماسي قوى,0
8221,"""أوباما شاهِدُ زورٍ في سورية - مقالات https://t.co/n7VrIt22Iq https://t.co/kVrxEEd7Vf""",0
8222,يوم اديلو 10/10❤️,0
8223,ذهب ليشتري حذاء فوجد الناس بدون رجلين ههههههههههههههههههههههههههههههههههههههههه,1
8224,بيقولوا مبارك خد براءة فى قضية دلوقتى ولسه قضايا كتير مستعجلين ع الراجل ليه خليه يلمهم براءة براءة كلهم ورا بعض حقه يا جدعان الله ,0
8225,#الآن فوج حشد الزوية الأبطال يطاردون عناصر لعصابات داعش الأرهابية المنهزمين والهاربين من جبال مكحول صوب منطقة...,0
8226,لا تَقْنطوُا مِنْ رَحْمَةِ اللهِ اِنَّ اللهَ يَغْفِرُ الذُّنُوبَ جَميعاً اِنَّهُ هُوَ الْغَفُورُ الرَّحيمُ💚,0
8227,تعرف على حقوق المؤمن عليه المصاب أثناء العمل بعجز جزئى مستديم وفقا للقانون,0
8228,"عودة للحياة من جديد..
بفضل الله تعافيت من كورونا 
براءة من كوفيد_19 😁
#كورونا 
#COVID19 #Covid_19
#الرياض",0
8229,"""RT @syst__em: تطبيق الرسام الجديد .. قادم إلى #ويندوز 10https://t.co/tqdNBSku41""",0
8230,"""معين المرعبي : وزير دولة لشؤون لشؤون النازحينhttps://t.co/h4dnZ6BKu8#لبنان https://t.co/xilr2iS2FR""",0
8231,أهل بور سعيد كسيبة   #مرسى_الله_يرحمه :D,1
8232,انتي كمرأة وولية أمر مش ملزمة خالص تتدخلي في شغل المُدرسين 😂,1
8233,"""RT @SaudiPSA: #جمعية_سفير | #الإنتخابات_الأمريكيةتحت هذه التغريدة ..تغطية حصرية للمناظرة الرئاسية الأمريكية الثانية بين دونالد #ترامب و…""",0
8234,"""احلى صباح مع صوت واحساس وجمال #اليسا♥♥يسعد صباحك يا#سعادة      @elissakh""",0
8235,لحظة انقطاع الكهرباء على وزير التموين الاخوانجي #باسم_عودة ..   #مرسي #مصر via @youtube,1
8236,لسنا ضد من عارض مرسي بل لسنا ضد من دعم الانقلاب لكننا ضد من دعم القتل وفوض القاتل,0
8237,وزارة الصحة لو تقفل ستاربكس انتهى كورونا 😂😂,1
8238,شخص لا يترك عاداته السيئة,0
8239,واحده بتقول لـ أسامه منير انا بفضفض بينى وبينك ... فكرتني بالمؤتمر السري بتاع #مرسي :))),1
8240,"""كوبلر يقترح اختيار رئيس جديد للحكومة الليبية https://t.co/E7A5IDLeMT #ليبيا #Libya""",0
8241,#مفيد_فوزي بيقول شفيق ارجل واحد في مصر ولازم مرسي يتصور مع سياح بالبكيني فين حسين حد يندهلة عايزة ضروري,1
8242,#يمن_شباب_نت: شاهد.. ترامب يطرد كبير مراسلي CNN من البيت الأبيض لهذا السبب,0
8243,:))))) سيبك مته ده أهبل !,1
8244,معروفة انه اللي بيكبر فشخته دايما بيوقع,1
8245,"""@QablQalel كاني شفته في سكن الجامعة قبل سنوات وأتوقع انه يدرس في معهد اللغة العربية في نفس الجامعة الله يوفقه يارب""",0
8246,"""RT @MarkaVIP: ادخل عالمًا من الأناقة والجودة الإيطالية مع غوتشيتسوّق الآن: https://t.co/EXjKjBAzIN#ماركة #قوتشي #الخليج #احذية #تسوق #Mar…""",0
8247,انا كنت ملتزم وكنت بلبس الكمامة عادي بس من وقت مقالوا احمي بلدك .. وانا بطلت البسها 👌😂,1
8248,"""بعد خسارة اليمين المتطرف في النمسا.. أوروبا تتنفس الصعداء https://t.co/8BPiACZ1B5 https://t.co/AfhA9nktvs""",0
8249,@AJArabic اولا لعنة الله على قناة الجزيرة والعربية ومن ثم اردوغان إن شاء الله الخزي والعاروالهزيمة لأردوغان وجيشه والنصر للكورد,0
8250,"الله اكبر المصريين يابا عمو محافظين ع الكمامة اكتر من صحتهم
الواحد يجي يعطس ينزل الكمامة عشان متتبهدلش ويتفضل يعطس ويرجع الكمامة تاني ليه كده يا استاذ اصل متقوليش انك مستخسر اتنين جنيه يبوظوا او يتبلوا
ولا تكونش مش عايز تقف طابور زي اللي وقفته وانت رايح تشتريها 😂🤦‍♂️
انه #وعي ده",1
8251,عملت ايه يا شب الناوية,0
8252,"في أول لقاء تليفزيوني له، حسن هيكل يتنصل من جمال مبارك ويدافع عن هيرميس ويشرح رؤيته لاقتصاد مصر آخر كلام ١١م",0
8253,"""#سورياباقي القليل جدأ من العصابات داخل احياء #حلب الشرقية..ساعات قليلة ويعلن عن تحرير حلب وتصبح المدينة آمنة بالكا… https://t.co/YL9wnsZTIN""",0
8254,"""رامي عياش انتا ما بتعرفني (مسلسل امير الليل) - Ramy Ayach anta ma btaarf... https://t.co/FjXVPe73GV""",0
8255,تعرف على طبيبك..د.أحمد المهيلب.استشاري طب وجراحة العيون والمتخصص في جراحات الشبكية والماء الأبيض وعمليات تصحيح النظر #القصيم #مركزفيجن #بريدة #عيون #عيونك_تكفي #الرس #عنيزة https://t.co/gnxZOxdoTM,0
8256, محمد الذهلي:ثقافه تنفع القريه ورزانه يعني بإختصار لو يحطونه واجهه القريه والله انه يشرف ماشاء الله ولا قصور بعيالنا🌚  حزب الاعاده ,0
8257,"وكما ادخل المجلس العسكرى نفسه دائرة الشبهات فإن اللجنة قد وضعت نفسها بهذا القرار فى مرمى السهام، اللجنة والمجلس وجهان لعملة واحدة",0
8258,  :شباب فلسطيني بتويتر يطالبون ترسيخ ثقافة المقاطعة بتوقف السلطة الفلسطينية عن شراء الغاز المسيل للدموع من الاحتلال #غزة,0
8259, حسبنا الله ونعم الوكيل !,0
8260,زي انهارده من سنتين صحيت ف الوقت ده ع غير عادتي وحضرت الفطار لبابا وشربت معاه الشاي وقعدنا ف الخلوه بتاعته ومكنتش اعرف اني اما اسيبه وادخل البيت وارجعله الاقيه مات !! اصحي فيه ميردش عليا مكنتش اعرف اني قعدتي معاه دي كنت بودعه   لحد دلوقتي مش قادره استوعب ازاي كل ده حصل !,0
8261,حركة #تمرد: لا توجد أدلة ضد مبارك لإدانته ..   #مصر,0
8262,#مرسي حول العالم :D,1
8263,نبدأ نحجز بقا ف كورسات اجازة الصيف اللى عمرى م بدأت فيها 😂,1
8264, الحكم ببراءة ستة من كبار قيادات الداخلية المتهمين بقتل المتظاهرين #bahrain #Egypt #Thrir #Saudi   #محاكمة_مبارك,0
8265,الدماء التى أريقت في مجزرة ارتكبتها الدولة بماسبيرو لايمكن ان تضيع دون حساب واجب الرئيس أن ينفذ وعده بمحاكمة كل من تورط في قتل ابنائنا,0
8266,كيف تتشدق بهذا الدستور؟,0
8267,"""لعبة سوبر ماريو تشفط 75Mb من البيانات بعد كل ساعة لعب .. لذلك اذا باقتك محدوده اضبط وضعك 🚶#SuperMarioRun https://t.co/kXmZ500B5H""",0
8268,"""#باراك_أوباما يلقى الكلمة الافتتاحية للاجتماعات السنوية لـ #صندق_النقد و #البنك الدوليين لعام 2016https://t.co/Ps9bWjzRnR#البنك_الدولي""",0
8269,#خلق_جميل عندما يفضح احد الاصدقاء اسرارك ولا تقوم انت بالمثل,0
8270,أمريكا قبل ترامب... حماده وأمريكا بعد ترامب... حماده تاني خالص,1
8271, احياناً جوجل مبيفدنيش عادي جداً ,0
8272,(وإنما الأمم الأخلاق ما بقيت فـإن هُمُوُ ذهبــت أخـلاقهم ذهــبوا)  خلق جميل  خلق جميل,0
8273,ان لو فيه بركة وخير فالناس مكنوش خافوا عالكوبايةالماية السبيل لوجه الله وربطوها ,0
8274,"""نوال الزغبي و وائل كفوري مين حبيبي أنا https://t.co/Zwyq3OhNA5""",0
8275,روزاليوسف- تحقيق الزميل / رضا رفعت كوارث استخدام الفحم في مصر  أوقفوا الفحم,0
8276,من يومين كنت واقفه في البلكونه لاقيت عروسه وعريس جايين ووراهم سبع عربيات وميكروباص مليان ناس وقبل مايطلعوا ماشقتهم لاقيت الناس كلها نزلوا الكمامه علي دقنهم وباسوا وحضنوا بعض واحد واحد😁😁😁 https://t.co/PXQdQuRdi4,1
8277,@K7Pbq اولا يامجنسه اذا هذي صورتك عز الله كيف يبتي 7 يهال اتوقع خدج الي يولد مش انتي اذا قدوتج موزه على الدنيا السلام موزه رتبت عمرها وباسها ساركوزي انتي منو بيشوف ويهج ياويه الخميره ما بسب امج لانها مالها خص بسبج انتي ياويه الجرب اذا تبين تنباسين سوي عمل,1
8278,أغيب هذا الأسبوع لا لتحضير مفاجأة ولكن للتركيز في موضوع معقد التفاصيل :),0
8279,"""طريقة جيدة للعيش من دون #كاسترو | أيمن عقيل https://t.co/kfsc5z1xSx#السفير_جريدتك https://t.co/3cZNGTsTaV""",0
8280,#المنوفيه م اتقبضش عليه عشان فاسد لالالالا خالص اتقبض عليه علشان معرفش يدارى على فسادة  #الخلاصة,1
8281,#StayStrongWonho بالله مافي طريقه اغمض افتح القا نفسي في كوريا ؟!!.,1
8282,"""@kazakhelo الغريب ان فريدة عندها فيسبوك الصراحة""",0
8283,"""الجيش واللجان الشعبية يكسرون زحفاً لمنافقي العدوان على منفذ #البقع وسقوط عشرات القتلى والجرحى بصفوفهم#اليمن #FCBlive #MannequinChallenge""",0
8284,#عاجل.. «السيسي» يفتتح 3 مشروعات طرق جديدة الأسبوع المقبل  #السيسى,0
8285,عارف الفرق وانت بتتفرج علي #ذا_فويس وتتفرج بعديه علي #صوت_الحياة نفس الفرق بعد حوار لل #البرادعي او #ابوالفتوح و #مرسي !!!   #وكسة,1
8286,الإنتماء ..  ليس عجيباً أنه عندما يُعاني أي إنسان بل ويُحارِب في سبيل لقمة العيش في ظل تقصير كبير في حقوقه الأدبية والمادية والمعنوية وفي ظل غياب العدالة الإجتماعية فإنه يتحول تلقائياً من إنسان مُنتمي للوطن إلى إنسان أُجَري لا يهمه من أمر الوطن إلّا الإستفادة والأجر  ..👇,0
8287,مؤتمر  المفكرين  في أبو ظبي :العالم يعيش ثورة العلم والتكنولوچيا والتواصل الإنساني ونحن نعيش حقبة الجهل والكذب وغياب القيم حزين عليك يا مصر,0
8288,"""#اردوغان يطالب #الناتو بتسليم الجنود الإرهابيين - للتفاصيل اضغط الرابط https://t.co/wSt8Z5zJ8Z #الوطن_العربى https://t.co/M2UC1o3BCL""",0
8289,بعض الناس يتميزوا بالثبات على مبدا  عدم الثبات على مبدأ ,0
8290,الدوري بيضيع و سيتين شكله ناسي ورقه التغييرات في البيت 😑😑😑😑,1
8291,"""ملاك الانديه السعودية بعد الخصخصه بيكون لهم رابطه مثل #NBA و #NFL . https://t.co/osE2yNPnXC""",0
8292,المرأة مش ملزمة انها تعيش اصلاً,1
8293,سلاماً على كل واحد افتكر المسلسل أو الفيلم اللى بيتفرج عليه اسمه #الجمهورية_الجديدة 😅😂,1
8294,و عشان تكون قد الحياة الموضوع مش بالصعوبة البالغة يعني  محتاج بس تلمس خضار الشجر  تحس ضياء القمر  و تنقش قلوب على الحجر  و ماتندمش. حاجات ممكن تبقى سهله  محتاجه بس حد شواف. بس هتبقى في منتهى الصعوبة على اللي بيشوفو بضمير ضرير.,0
8295,#مرسى يكرم الجنزوري والله دي,1
8296,- الجيش خائن - الجيش يشوه الرموز الإسلامية #يسقط_حكم_العسر…,0
8297,انسهل التلفون,1
8298,عن  الفرح  اللمة  الخروج  ضحك السنين  الغني  التصوير  اللف بالعربيه  الشارع  للصبح  الخبرة  عمر المسخرة  الانبساط يوم فشيخ,0
8299,"""الجيش اللبناني ينفذ مداهمات واسعة لمخيمات النازحين السوريينhttps://t.co/k1wJDlYLUJ""",0
8300,بهزر يجماعه في اي انا اقصد ٤٠ 🙃🤦🏻,0
8301,بنت جميلة فى القاعة,0
8302, الكراهية بتعمينا عن كل الحقيقة 👌 والحب بيعمينا عن الاخطاء 👌 مشتاق اسمع جمله عادل امام كلمه لحبيب قلبك حب أعمى ,0
8303,"""قلك فييّ .. بس مآ فييّ..شيلك من قلبي وعينيي💔#اليسا https://t.co/eRFB4I4Gfz""",0
8304,لا حوار الكمامه دا مش ماشي معايا انا هنزل وادعي ميجليش كورونا وخلاص 😂,1
8305,مفيش حد مرتاح ف حياته لا اللي معاه فلوس ولا اللي شغال ولا اللي مش شغال وقاعد ف البيت بس ف حاجه اسمها الحمدلله طول ماانت بتقولها هترتاح ف حياتك حتي لو مش شغال ومش معاك اي حاجه .,0
8306,#الكرملين: #بوتين و #أردوغان يتفقان على أهمية حل النزاع في #سوريا على أساس وحدة أراضيها واحترام سيادتها,0
8307,"""RT @AlwaghtNews: منظمة أوكسفام: #السعودية_ارتكبت_مذبحة بالمدنيين في #صنعاءhttps://t.co/62RSkL3JXB""",0
8308,"""RT @sharif_hijazi: والعراقي يلّي بلا شرف هربان من قتال داعش في وطنه حتى يفطس في قتال أهل حلب""",1
8309,طاحت بيوت يا هبلا وتضحكين إنتي ووجهك. لفي سنبوسه وخلي تويتر وإلا افرمي طمامط. فاتحين تويتر مسخرة حنا وإلا ايش؟   #ساخر_مطنوخ,1
8310,ياحبيبي ياحونين بس كيدا ؟الببلاوي يطالب اردوغان بعدم المساس بالرموز الدينية #مصر,1
